>26712_26713 both
chlChPhzTR18 4269498 4269561
chlM12 4184702 4184764
chl66 4266114 4266176
chlQ16 4263302 4263364
chlPb-St2 4107623 4107685
chl19603 4566477 4566539
chlCW2 4291877 4291939
chlC50 4191850 4191912
chlP2 4659049 4659111
chlJD37 2614015 2614077
chl6698 4419251 4419313
chl2210 4277933 4277995
chlChPhzS23 4224354 4224416
chlPA23 4244551 4244613
chlChPhzTR36 4308163 4308225
chlO6 4355470 4355532
>28637_28638 with 28637_26425 left
chlChPhzTR39 4365655 4365718
chlChPhzTR38 4317185 4317248
chlChPhzS24 4253051 4253114
chlChPhzTR18 4269498 4269561
chlChPhzS140 4474388 4474451
chlDTR133 4330847 4330910
chlPCL1607 4294751 4294814
chlZJU60 4177618 4177681
chlChPhzS135 4363357 4363420
chl17411 4451655 4451718
chl17809 4451654 4451717
chlChPhzTR44 4305402 4305465
chlToZa7 4334203 4334266
chlSLPH10 4324527 4324590
chlPCL1391 4262628 4262691
chl21509 4427241 4427304
>28645_28646 with 28645_28473 left
chlChPhzTR39 1177435 1177519
chlChPhzTR38 1181480 1181564
chl66 1179914 1179998
chlC50 1152940 1153024
chlP2 1159453 1159537
chlChPhzS24 1172832 1172916
chl6698 1177334 1177418
chlChPhzS23 1151658 1151742
chlLzh-T5 1147552 1147636
chlPA23 1051329 1051413
chlChPhzTR36 1202864 1202948
chl21509 1180736 1180820
chlO6 1171661 1171745
chlChPhzTR18 1160396 1160480
chlTAMOak81 1190019 1190103
chlChPhzS140 1173438 1173522
chlDTR133 1161831 1161915
chlPCL1607 1210925 1211009
chl189 1795601 1795682
chl17415 1160767 1160848
chlZJU60 1143336 1143420
chlPb-St2 1120787 1120868
chlChPhzS135 1175103 1175187
chl17411 1157465 1157549
chl17809 1157471 1157555
chlChPhzTR44 1168213 1168297
chlToZa7 1173073 1173157
chlSLPH10 1171918 1172002
chlPCL1391 1150635 1150719
>28647_28648 with 27800_28648 right
chlChPhzTR39 1553579 1553675
chlChPhzTR38 1557651 1557747
chl66 1556473 1556569
chlChPhzS24 1548904 1549000
chlChPhzS23 1534838 1534934
chlPA23 1428469 1428565
chlChPhzTR18 1538148 1538244
chlC50 1528407 1528503
chlP2 1538897 1538993
chl6698 1554687 1554783
chlLzh-T5 1523631 1523727
chlChPhzTR36 1585156 1585252
chlO6 1590725 1590821
>28653_28654 with 25994_28654 right
chlChPhzTR39 3875026 3875120
chlChPhzTR38 3839932 3840026
chl66 3782225 3782319
chlPb-St2 3663652 3663746
chlC50 3719313 3719407
chlChPhzS24 3757355 3757449
chl6698 3838590 3838684
chlChPhzS23 3755587 3755681
chlLzh-T5 3733825 3733919
chlPA23 3711800 3711894
chlStFRB508 3662730 3662824
chlChPhzTR36 3842264 3842358
chlO6 3834460 3834554
chlChPhzTR18 3772704 3772798
chl21509 3753780 3753874
>29203_23135 with 29203_28680 left
chlChPhzTR39 5653066 5653147
chlChPhzTR38 5597970 5598051
chlPb-St2 5288671 5288752
chlJD37 1416806 1416887
chlChPhzS24 5548788 5548869
chlLzh-T5 5474484 5474565
chlTAMOak81 5336359 5336440
chlChPhzS140 5761919 5761994
chlDTR133 5605799 5605878
chlPCL1607 5561937 5562012
chlZJU60 5486100 5486179
chlChPhzS135 5598064 5598139
chl17411 5772706 5772781
chl19603 5740932 5741003
chl17809 5772713 5772788
chlC50 5367318 5367399
chlP2 5852213 5852294
chl6698 5674649 5674730
chlChPhzTR44 5551784 5551863
chlToZa7 5648922 5648997
chlSLPH10 5891730 5891805
chlChPhzTR36 5575786 5575867
chlChPhzTR18 5469282 5469363
>29203_23135 with 29203_21691 left
chlChPhzTR39 5653066 5653147
chlChPhzTR38 5597970 5598051
chlPb-St2 5288671 5288752
chlJD37 1416806 1416887
chlChPhzS24 5548788 5548869
chlLzh-T5 5474484 5474565
chl66 5450292 5450373
chlChPhzS23 5395360 5395441
>29203_23135 with 29203_29204 left
chlChPhzTR39 5653066 5653147
chlChPhzTR38 5597970 5598051
chlPb-St2 5288671 5288752
chlJD37 1416806 1416887
chlChPhzS24 5548788 5548869
chlLzh-T5 5474484 5474565
chl449 5626169 5626250
chlM71 5464185 5464266
chl464 5628104 5628185
chlK27 5525337 5525418
>29203_23135 with 29203_16719 left
chlChPhzTR39 5653066 5653147
chlChPhzTR38 5597970 5598051
chlPb-St2 5288671 5288752
chlJD37 1416806 1416887
chlChPhzS24 5548788 5548869
chlLzh-T5 5474484 5474565
chl17415 5317573 5317635
chl17415 5317682 5317827
>29203_23135 with 29203_26673 left
chlChPhzTR39 5653066 5653147
chlChPhzTR38 5597970 5598051
chlPb-St2 5288671 5288752
chlJD37 1416806 1416887
chlChPhzS24 5548788 5548869
chlLzh-T5 5474484 5474565
chlPCL1391 5504394 5504473
chl21509 5703582 5703661
chl50083 5494845 5494907
>28659_28660 with 26348_28660 right
chlChPhzTR39 6533090 6533165
chlChPhzTR38 6434641 6434716
chl189 3478193 3478268
chl66 6272079 6272154
chl17415 6101257 6101332
chlC50 6216472 6216547
chlP2 6677685 6677760
chlChPhzS24 6368934 6369009
chl6698 6519555 6519630
chlLzh-T5 6295546 6295621
chlPA23 6973237 6973312
chlChPhzTR36 6409827 6409902
chlO6 6338215 6338290
chlChPhzTR18 6320000 6320075
chlChPhzS140 6546758 6546833
chlDTR133 6537250 6537325
chlPCL1607 6377719 6377794
chlChPhzS135 6412658 6412733
chlChPhzTR44 6350999 6351074
chlToZa7 6479871 6479946
chlSLPH10 6700275 6700350
chlPCL1391 6314082 6314157
>28659_28660 with 28362_28660 right
chlChPhzTR39 6533090 6533165
chlChPhzTR38 6434641 6434716
chl189 3478193 3478268
chl66 6272079 6272154
chl17415 6101257 6101332
chlC50 6216472 6216547
chlP2 6677685 6677760
chlChPhzS24 6368934 6369009
chl6698 6519555 6519630
chlLzh-T5 6295546 6295621
chlPA23 6973237 6973312
chlChPhzTR36 6409827 6409902
chlO6 6338215 6338290
chlChPhzTR18 6320000 6320075
chlChPhzS23 6227657 6227732
chl21509 6493220 6493295
>28663_28664 with 26036_28664 right
chlChPhzTR39 6921772 6921857
chlChPhzTR38 6822065 6822150
chl66 6662989 6663074
chlC50 6607064 6607149
chlChPhzS24 6763887 6763972
chl6698 6902273 6902358
chlChPhzS23 6621777 6621862
chlLzh-T5 6701095 6701180
chlPA23 6582529 6582614
chlChPhzTR36 6800016 6800101
chlO6 6846132 6846218
chlChPhzTR18 6747548 6747633
chlPb-St2 6481095 6481181
chl21509 6924509 6924594
>26246_24059 with 26246_26247 left
chlChPhzTR39 5349776 5349880
chlChPhzTR38 5294753 5294857
chl66 5145564 5145668
chlZJU60 5184416 5184520
chl17411 5376678 5376782
chl17809 5376683 5376787
chlC50 5064045 5064149
chlP2 5550144 5550248
chlChPhzS24 5149939 5150043
chl6698 5372326 5372430
chlChPhzS23 5090633 5090737
chlLzh-T5 5152930 5153034
chlPA23 5119094 5119198
chl21509 5409912 5410015
>28691_28692 with 28691_26913 left
chlChPhzTR39 6652557 6652647
chlChPhzTR38 6554124 6554214
chl189 3356104 3356203
chl66 6391744 6391834
chl17415 6220791 6220890
chlB25 6563609 6563699
chlC50 6336197 6336287
chlP2 6797324 6797414
chlChPhzS24 6488426 6488516
chl6698 6639040 6639130
chlChPhzS23 6347320 6347410
chlLzh-T5 6415170 6415260
chlPA23 6853727 6853817
chlStFRB508 6397002 6397100
chlChPhzTR36 6529284 6529374
chlO6 6457951 6458041
chlChPhzTR18 6440913 6441003
chlTAMOak81 6270873 6270971
chl50083 6403591 6403681
>28725_28726 with 28725_1351 left
chlChPhzTR39 2783834 2783930
chlChPhzTR38 2807938 2808034
chl189 5730207 5730304
chl66 2755730 2755826
chl17415 2671615 2671712
chl17411 2727483 2727580
chl17809 2727497 2727594
chlC50 2706889 2706985
chlP2 2863896 2863992
chlChPhzS24 2701345 2701441
chl6698 2757751 2757847
chlChPhzS23 2683272 2683368
chlPCL1391 2676548 2676644
chlLzh-T5 2695990 2696086
chlPA23 2622750 2622846
chlChPhzTR36 2787292 2787388
chl21509 2712750 2712817
chlO6 2847234 2847330
chlChPhzTR18 2733336 2733432
chlTAMOak81 2711491 2711587
>29455_28786 with 29455_29456 left
chlChPhzTR39 1131725 1131840
chlChPhzTR38 1135661 1135776
chl66 1132869 1132984
chlC50 1105532 1105647
chlP2 1112065 1112180
chlChPhzS24 1127010 1127125
chl6698 1131240 1131355
chlChPhzS23 1104621 1104736
chlLzh-T5 1101473 1101588
chlPA23 1005586 1005701
chlChPhzTR36 1157143 1157258
chlO6 1125744 1125859
chlChPhzTR18 1114560 1114675
chlM12 1107569 1107683
chl449 1133481 1133595
chlQ16 1118707 1118822
chlM71 1179168 1179283
chl464 1135415 1135529
chl19603 1123064 1123179
chlCW2 1117922 1118037
chlJD37 5528817 5528931
chlStFRB508 936432 936547
chl21509 1139279 1139394
chlK27 1164538 1164653
>28787_29462 with 29461_29462 right
chlChPhzTR39 1887145 1887244
chlChPhzTR38 1890194 1890293
chl189 1004755 1004854
chl66 1877581 1877680
chl449 1851778 1851877
chl17415 1832322 1832421
chlPb-St2 1782475 1782574
chl464 1853712 1853811
chlB25 2025172 2025271
chl19603 1849558 1849657
chlCW2 1842786 1842885
chlC50 1844837 1844936
chlP2 1880333 1880432
chlChPhzS24 1880122 1880221
chl6698 1891356 1891455
chlChPhzS23 1856043 1856142
chlLzh-T5 1854898 1854997
chlPA23 1781378 1781477
chlStFRB508 1661310 1661409
chlChPhzTR36 1896583 1896682
chlO6 1957289 1957388
chlChPhzTR18 1869343 1869442
chlM12 1830958 1831057
chlChPhzS140 1847070 1847169
chlDTR133 1892034 1892133
chlPCL1607 1894283 1894382
chlQ16 1858472 1858571
chlChPhzS135 1858288 1858387
chlJD37 4785625 4785724
chlChPhzTR44 1882499 1882579
chl2210 1857406 1857505
chlToZa7 1856349 1856448
chlSLPH10 1855086 1855185
chlPCL1391 1835260 1835359
chl50083 1889818 1889898
chlK27 1880454 1880553
>28787_29462 with 28244_29462 right
chlChPhzTR39 1887145 1887244
chlChPhzTR38 1890194 1890293
chl189 1004755 1004854
chl66 1877581 1877680
chl449 1851778 1851877
chl17415 1832322 1832421
chlPb-St2 1782475 1782574
chl464 1853712 1853811
chlB25 2025172 2025271
chl19603 1849558 1849657
chlCW2 1842786 1842885
chlC50 1844837 1844936
chlP2 1880333 1880432
chlChPhzS24 1880122 1880221
chl6698 1891356 1891455
chlChPhzS23 1856043 1856142
chlLzh-T5 1854898 1854997
chlPA23 1781378 1781477
chlStFRB508 1661310 1661409
chlChPhzTR36 1896583 1896682
chlO6 1957289 1957388
chlChPhzTR18 1869343 1869442
chlTAMOak81 1853488 1853587
chlZJU60 1825673 1825773
chlM71 1893333 1893432
chl17411 1898470 1898570
chl17809 1898483 1898583
chl21509 1869149 1869248
>29351_28874 with 29351_17025 left
chlChPhzTR39 2977412 2977543
chlChPhzTR38 3000532 3000663
chlChPhzS24 2898191 2898322
chlChPhzTR18 2928338 2928469
chl66 2943111 2943242
chl17415 2857689 2857820
chl17415 2857958 2858089
>29351_28874 with 29351_29332 left
chlChPhzTR39 2977412 2977543
chlChPhzTR38 3000532 3000663
chlChPhzS24 2898191 2898322
chlChPhzTR18 2928338 2928469
chl449 3002076 3002207
chl464 3004011 3004142
chlCW2 2901522 2901653
chlJD37 3786911 3787042
chl2210 2904206 2904337
chlLzh-T5 2886015 2886146
chlChPhzTR36 3003162 3003293
>28891_28892 with 28891_27239 left
chlChPhzTR39 1639119 1639219
chlChPhzTR38 1640818 1640918
chl189 1225764 1225864
chl66 1634569 1634669
chlQ16 1612229 1612329
chl19603 1623203 1623303
chlCW2 1616137 1616237
chlC50 1601633 1601733
chlP2 1636446 1636546
chlChPhzS24 1632071 1632171
chl6698 1637954 1638054
chlChPhzS23 1612942 1613042
chlLzh-T5 1610799 1610899
chlPA23 1540884 1540984
chlChPhzTR36 1659042 1659142
chlO6 1714459 1714559
chlChPhzTR18 1621316 1621416
chlTAMOak81 1626553 1626653
chl17415 1608645 1608745
chlZJU60 1601684 1601797
chlPb-St2 1560257 1560357
chlB25 1780118 1780218
chl21509 1633085 1633184
chl50083 1650939 1651039
>29713_17071 with 29713_29714 left
chlChPhzTR39 5315548 5315648
chlM12 5036851 5036950
chl189 4657221 4657321
chl66 5112666 5112756
chl449 5284903 5285002
chl17415 4979203 4979303
chlQ16 5212157 5212256
chlM71 5124326 5124426
chl464 5286838 5286937
chlB25 5290926 5291026
chl19603 5401175 5401274
chlC50 5027937 5028027
chlP2 5515921 5516011
chlJD37 1762174 1762273
chl6698 5339428 5339518
chlChPhzS23 5057740 5057840
chlLzh-T5 5120024 5120124
chlChPhzTR36 5247605 5247695
chl21509 5377028 5377128
chlO6 5187157 5187247
chlK27 5185506 5185606
>29713_17071 with 29713_28976 left
chlChPhzTR39 5315548 5315648
chlChPhzTR38 5260524 5260624
chlChPhzS24 5115711 5115811
chlChPhzTR18 5138582 5138682
>29713_17071 with 29713_24359 left
chlChPhzTR39 5315548 5315648
chlPA23 5084869 5084969
>29491_29492 with 16880_29492 right
chlChPhzTR39 5397068 5397166
chlChPhzTR38 5342050 5342148
chl66 5192796 5192894
chl449 5375144 5375242
chl17415 5061766 5061864
chlQ16 5294773 5294871
chlPb-St2 5032406 5032504
chlM71 5207854 5207952
chl464 5377079 5377177
chl19603 5483634 5483732
chlCW2 5297348 5297446
chlC50 5111403 5111501
chlP2 5597473 5597571
chlJD37 1687956 1688054
chlChPhzS24 5197235 5197333
chl6698 5419663 5419761
chl2210 5217777 5217875
chlChPhzS23 5137864 5137962
chlLzh-T5 5199447 5199545
chlPA23 5166402 5166500
chlStFRB508 5159481 5159579
chlChPhzTR36 5320900 5320998
chl50083 5260390 5260488
chlO6 5260428 5260526
chlChPhzTR18 5213192 5213290
chlK27 5268904 5269002
chlM12 5119504 5119602
>29491_29492 with 22032_29492 right
chlChPhzTR39 5397068 5397166
chlChPhzTR38 5342050 5342148
chl66 5192796 5192894
chl449 5375144 5375242
chl17415 5061766 5061864
chlQ16 5294773 5294871
chlPb-St2 5032406 5032504
chlM71 5207854 5207952
chl464 5377079 5377177
chl19603 5483634 5483732
chlCW2 5297348 5297446
chlC50 5111403 5111501
chlP2 5597473 5597571
chlJD37 1687956 1688054
chlChPhzS24 5197235 5197333
chl6698 5419663 5419761
chl2210 5217777 5217875
chlChPhzS23 5137864 5137962
chlLzh-T5 5199447 5199545
chlPA23 5166402 5166500
chlStFRB508 5159481 5159579
chlChPhzTR36 5320900 5320998
chl50083 5260390 5260488
chlO6 5260428 5260526
chlChPhzTR18 5213192 5213290
chlK27 5268904 5269002
chl189 4584470 4584568
>25908_29000 with 28999_29000 right
chlChPhzTR39 2164571 2164670
chlChPhzTR38 2163846 2163945
chl449 2162319 2162418
chlQ16 2131152 2131251
chl464 2164253 2164352
chlCW2 2120041 2120140
chl6698 2167890 2167989
chlChPhzTR36 2173141 2173240
chlM12 2059507 2059606
chlTAMOak81 2078877 2078940
chl189 769246 769345
chl66 2139641 2139740
chl17415 2062984 2063083
chlZJU60 2047915 2048014
chlPb-St2 2007419 2007518
chlB25 2305636 2305735
chl19603 2076873 2076972
chlC50 2073554 2073653
chlP2 2145488 2145587
chlJD37 4552127 4552226
chlChPhzS24 2107680 2107779
chl2210 2086085 2086184
chlChPhzS23 2086168 2086267
chlLzh-T5 2085130 2085229
chlPA23 2008908 2009007
chlStFRB508 1892525 1892624
chl21509 2088390 2088489
chl50083 2117469 2117567
chlO6 2188849 2188948
chlChPhzTR18 2096910 2097009
>28317_28318 with 7462_28318 right
chlChPhzTR38 4815856 4815951
chlChPhzS24 4668484 4668579
chlLzh-T5 4667794 4667889
chlChPhzTR18 4682083 4682178
chl189 5121198 5121259
chl17415 4502435 4502496
>29605_29606 with 16962_29606 right
chlChPhzTR38 805799 805915
chl66 797652 797768
chlM71 848374 848475
chlC50 791929 792045
chlP2 806637 806751
chlChPhzS24 786127 786243
chl6698 788976 789092
chlLzh-T5 776317 776433
chlChPhzTR36 786829 786945
chlO6 796418 796534
chlChPhzTR18 784713 784829
chlK27 835278 835379
chlM12 793548 793649
chlZJU60 786884 787000
chlChPhzS135 793860 793976
chl17411 786352 786468
chl17809 786360 786476
>29605_29606 with 24704_29606 right
chlChPhzTR38 805799 805915
chl66 797652 797768
chlM71 848374 848475
chlC50 791929 792045
chlP2 806637 806751
chlChPhzS24 786127 786243
chl6698 788976 789092
chlLzh-T5 776317 776433
chlChPhzTR36 786829 786945
chlO6 796418 796534
chlChPhzTR18 784713 784829
chlK27 835278 835379
chl449 801373 801488
chl464 801373 801488
chlJD37 5866518 5866633
chlStFRB508 609298 609413
>29417_28900 with 29417_6765 left
chlChPhzTR38 2433426 2433571
chlChPhzS24 2324894 2325039
chlChPhzTR18 2324676 2324821
chl66 2365894 2366039
>29417_28900 with 29417_11239 left
chlChPhzTR38 2433426 2433571
chlChPhzS24 2324894 2325039
chlChPhzTR18 2324676 2324821
chl449 2428217 2428362
chl464 2430151 2430296
>29417_28900 with 29417_10073 left
chlChPhzTR38 2433426 2433571
chlChPhzS24 2324894 2325039
chlChPhzTR18 2324676 2324821
chlPb-St2 2265682 2265827
>29417_28900 with 29417_24785 left
chlChPhzTR38 2433426 2433571
chlChPhzS24 2324894 2325039
chlChPhzTR18 2324676 2324821
chl19603 2299904 2300049
chlStFRB508 2206329 2206474
>29417_28900 with 29417_15755 left
chlChPhzTR38 2433426 2433571
chlChPhzS24 2324894 2325039
chlChPhzTR18 2324676 2324821
chlC50 2324685 2324830
>29417_28900 with 29417_18645 left
chlChPhzTR38 2433426 2433571
chlChPhzS24 2324894 2325039
chlChPhzTR18 2324676 2324821
chl6698 2378130 2378275
>29417_28900 with 29417_21807 left
chlChPhzTR38 2433426 2433571
chlChPhzS24 2324894 2325039
chlChPhzTR18 2324676 2324821
chlChPhzS23 2294922 2295053
>29417_28900 with 29417_23265 left
chlChPhzTR38 2433426 2433571
chlChPhzS24 2324894 2325039
chlChPhzTR18 2324676 2324821
chlLzh-T5 2295968 2296113
>29417_28900 with 29417_25807 left
chlChPhzTR38 2433426 2433571
chlChPhzS24 2324894 2325039
chlChPhzTR18 2324676 2324821
chlChPhzTR36 2413964 2414109
>29417_28900 with 29417_27898 left
chlChPhzTR38 2433426 2433571
chlChPhzS24 2324894 2325039
chlChPhzTR18 2324676 2324821
chlO6 2456232 2456377
>29713_28976 with 29713_29714 left
chlChPhzTR38 5260524 5260624
chlChPhzS24 5115711 5115811
chlChPhzTR18 5138582 5138682
chlM12 5036851 5036950
chl189 4657221 4657321
chl66 5112666 5112756
chl449 5284903 5285002
chl17415 4979203 4979303
chlQ16 5212157 5212256
chlM71 5124326 5124426
chl464 5286838 5286937
chlB25 5290926 5291026
chl19603 5401175 5401274
chlC50 5027937 5028027
chlP2 5515921 5516011
chlJD37 1762174 1762273
chl6698 5339428 5339518
chlChPhzS23 5057740 5057840
chlLzh-T5 5120024 5120124
chlChPhzTR36 5247605 5247695
chl21509 5377028 5377128
chlO6 5187157 5187247
chlK27 5185506 5185606
>29713_28976 with 29713_17071 left
chlChPhzTR38 5260524 5260624
chlChPhzS24 5115711 5115811
chlChPhzTR18 5138582 5138682
chlChPhzTR39 5315548 5315648
>29713_28976 with 29713_24359 left
chlChPhzTR38 5260524 5260624
chlChPhzS24 5115711 5115811
chlChPhzTR18 5138582 5138682
chlPA23 5084869 5084969
>27072_29623 with 29459_29623 right
chlChPhzTR38 1522690 1522787
chlM12 1493215 1493315
chlTAMOak81 1522402 1522501
chlChPhzS140 1513334 1513432
chlDTR133 1548987 1549085
chlPCL1607 1551162 1551260
chlChPhzTR39 1518622 1518719
chl189 1454188 1454286
chl66 1521313 1521410
chl449 1516464 1516564
chl17415 1500734 1500830
chlZJU60 1483456 1483554
chlQ16 1500531 1500630
chlPb-St2 1458051 1458148
chlM71 1562036 1562135
chl464 1518398 1518498
chlChPhzS135 1515251 1515349
chlB25 1551002 1551100
chl17411 1507692 1507790
chl19603 1507360 1507459
chl17809 1507702 1507800
chlCW2 1504257 1504356
chlC50 1494054 1494153
chlP2 1501134 1501231
chlJD37 5139511 5139610
chlChPhzS24 1514197 1514294
chl6698 1520337 1520434
chlChPhzTR44 1508475 1508573
chl2210 1512470 1512569
chlToZa7 1513201 1513299
chlSLPH10 1512048 1512146
chlChPhzS23 1498373 1498470
chlPCL1391 1492164 1492262
chlLzh-T5 1489419 1489516
chlPA23 1393716 1393813
chlStFRB508 1322217 1322316
chlChPhzTR36 1547760 1547857
chl21509 1523245 1523343
chl50083 1504041 1504139
chlO6 1554723 1554820
chlChPhzTR18 1501737 1501834
chlK27 1545490 1545589
>28551_5067 with 28551_28552 left
chl189 1122004 1122068
chlTAMOak81 1734187 1734261
chlChPhzTR39 1771864 1771917
chlChPhzTR38 1774896 1774949
chl66 1762390 1762443
chl17415 1712908 1712972
chlPb-St2 1668177 1668237
chlC50 1729549 1729602
chlChPhzS24 1764835 1764888
chl6698 1764126 1764179
chlChPhzS23 1740808 1740861
chlLzh-T5 1739542 1739595
chlPA23 1666067 1666120
chlChPhzTR36 1781263 1781316
chlO6 1841994 1842047
chlChPhzTR18 1754078 1754131
>28755_29685 with 24854_29685 right
chl189 2266800 2266896
chl189 2266079 2266195
chl66 686940 687041
chl17415 667911 668007
chl17415 668612 668728
chlC50 681357 681458
chlP2 695696 695797
chlPA23 558497 558598
chlChPhzTR36 674537 674638
chlM12 683541 683642
chl449 689296 689397
chlM71 738424 738525
chl464 689296 689397
chlCW2 683414 683515
chlJD37 5982656 5982757
chlStFRB508 496694 496795
>28755_29685 with 25662_29685 right
chl189 2266800 2266896
chl189 2266079 2266195
chl66 686940 687041
chl17415 667911 668007
chl17415 668612 668728
chlC50 681357 681458
chlP2 695696 695797
chlPA23 558497 558598
chlChPhzTR36 674537 674638
chlQ16 686724 686825
>28755_29685 with 27056_29685 right
chl189 2266800 2266896
chl189 2266079 2266195
chl66 686940 687041
chl17415 667911 668007
chl17415 668612 668728
chlC50 681357 681458
chlP2 695696 695797
chlPA23 558497 558598
chlChPhzTR36 674537 674638
chlB25 676590 676686
chlB25 677291 677392
>28755_29685 with 18672_29685 right
chl189 2266800 2266896
chl189 2266079 2266195
chl66 686940 687041
chl17415 667911 668007
chl17415 668612 668728
chlC50 681357 681458
chlP2 695696 695797
chlPA23 558497 558598
chlChPhzTR36 674537 674638
chl6698 678307 678408
>27528_27529 with 27528_27320 left
chl189 2919858 2919922
chl17415 34969 35033
chlC50 43114 43178
chl6698 43115 43179
chlChPhzTR36 43115 43179
chlO6 43137 43201
chlB25 51851 51915
>29678_28408 with 28407_28408 right
chl189 3472053 3472139
chl17415 6107386 6107472
chlB25 6449005 6449067
chl21509 6499354 6499418
chl50083 6289841 6289927
chlTAMOak81 6158431 6158493
chlChPhzTR39 6539360 6539422
chlChPhzTR38 6440911 6440973
chl66 6278349 6278411
chlC50 6222742 6222804
chlChPhzS24 6375204 6375266
chl6698 6525825 6525887
chlChPhzS23 6233926 6233988
chlLzh-T5 6301817 6301879
chlPA23 6966980 6967042
chlChPhzTR36 6416097 6416159
chlO6 6344486 6344548
chlChPhzTR18 6326270 6326332
>16816_29208 with 29207_29208 right
chl189 3488018 3488081
chlPb-St2 6086287 6086350
chlM12 6188473 6188557
chlChPhzS140 6536148 6536232
chlDTR133 6526640 6526724
chlPCL1607 6367211 6367295
chl189 3488777 3488860
chl449 6429955 6430039
chl17415 6090693 6090776
chlZJU60 6288928 6289012
chlQ16 6371190 6371274
chlM71 6269076 6269160
chl464 6432339 6432423
chlChPhzS135 6402048 6402132
chl17411 6675648 6675732
chl19603 6575723 6575807
chl17809 6682131 6682215
chlCW2 6390838 6390922
chlJD37 594740 594824
chlChPhzTR44 6340389 6340473
chl2210 6312055 6312139
chlToZa7 6469261 6469345
chlSLPH10 6689665 6689749
chlPCL1391 6303472 6303556
chlStFRB508 6251639 6251723
chl50083 6273202 6273286
chlK27 6330461 6330545
>7462_28318 with 28317_28318 right
chl189 5121198 5121259
chl17415 4502435 4502496
chlChPhzTR38 4815856 4815951
chlChPhzS24 4668484 4668579
chlLzh-T5 4667794 4667889
chlChPhzTR18 4682083 4682178
>12206_12189 with 12206_5235 left
chl189 3346234 3346330
chl17415 6230665 6230761
chlB25 6573471 6573567
chlTAMOak81 6280719 6280816
>12206_12189 with 12206_12207 left
chl189 3346234 3346330
chl17415 6230665 6230761
chlB25 6573471 6573567
chlTAMOak81 6281373 6281458
chl189 3345588 3345673
chl17415 6231322 6231407
chlB25 6574128 6574213
>12206_12189 with 12206_9835 left
chl189 3346234 3346330
chl17415 6230665 6230761
chlB25 6573471 6573567
chlPb-St2 6225088 6225185
>29129_27837 with 29129_29130 left
chl189 1222882 1222945
chl17415 1611387 1611450
chlM12 1606311 1606374
chlChPhzTR39 1642042 1642105
chlChPhzTR38 1643741 1643804
chl66 1637492 1637555
chlC50 1604574 1604637
chlP2 1639369 1639432
chlChPhzS24 1634994 1635057
chl6698 1640877 1640940
chlChPhzS23 1615870 1615933
chlLzh-T5 1613722 1613785
chlPA23 1543807 1543870
chlChPhzTR36 1661965 1662028
chl50083 1653685 1653748
chlO6 1717382 1717445
chlChPhzTR18 1624239 1624302
chlK27 1657632 1657695
>5298_5299 with 580_5299 right
chl189 2754515 2754576
chlTAMOak81 238361 238422
>27529_28174 with 28173_28174 right
chl189 2918726 2918787
chl17415 36104 36165
chlPb-St2 38531 38592
chlC50 44249 44310
chl6698 44250 44311
chlChPhzTR36 44250 44311
chlO6 44272 44333
chlChPhzTR39 35900 35961
chlChPhzTR38 35902 35963
chl66 44159 44220
chlM71 48299 48360
chlP2 44151 44212
chlChPhzS24 35902 35963
chlChPhzS23 44155 44216
chlLzh-T5 35986 36047
chlPA23 6420946 6421007
chlStFRB508 6842554 6842615
chlChPhzTR18 35901 35962
>16810_16811 with 14080_16811 right
chl189 4598579 4598642
chlZJU60 5228283 5228346
chlPb-St2 5018208 5018270
chlB25 5346051 5346114
chl17411 5420543 5420606
chl17809 5420548 5420611
chlJD37 1702184 1702247
chl17415 5047688 5047751
>28253_16623 with 28253_28254 left
chl189 356528 356591
chl17415 2316635 2316698
chlM12 2336391 2336454
chlChPhzTR39 2454279 2454342
chlChPhzTR38 2476355 2476418
chl66 2406096 2406159
chlQ16 2388646 2388709
chlC50 2358278 2358341
chlP2 2499138 2499201
chlJD37 4302125 4302188
chlChPhzS24 2367823 2367886
chl6698 2411732 2411795
chlChPhzS23 2331787 2331850
chlPA23 2267435 2267498
chlStFRB508 2237148 2237211
chlChPhzTR36 2455666 2455729
chlO6 2499058 2499121
chlChPhzTR18 2403022 2403085
>28253_16623 with 28253_19493 left
chl189 356528 356591
chl17415 2316635 2316698
chl449 2460583 2460646
chlM71 2376417 2376480
chl464 2462517 2462580
chl19603 2333842 2333905
chl2210 2341572 2341635
>25964_5331 with 25964_18975 left
chl189 5801875 5801954
chlTAMOak81 2765684 2765764
>25964_5331 with 25964_24491 left
chl189 5801875 5801954
chlChPhzTR44 2772301 2772388
chlStFRB508 2665277 2665357
>25964_5331 with 25964_25965 left
chl189 5801875 5801954
chl21509 2771801 2771888
>29496_29669 with 29496_26956 left
chl189 4295733 4295797
chl17415 5309843 5309907
chl21509 5694572 5694634
chlTAMOak81 5328610 5328689
chl50083 5487107 5487186
>29489_16997 with 29489_29490 left
chl189 4602038 4602123
chlM12 5103203 5103302
chlTAMOak81 5074426 5074511
chlChPhzTR39 5380728 5380827
chlChPhzTR38 5325707 5325806
chl449 5358792 5358891
chl17415 5045560 5045645
chlQ16 5278423 5278522
chlM71 5191532 5191631
chl464 5360727 5360826
chlC50 5095021 5095120
chlP2 5581121 5581220
chlJD37 1704276 1704375
chlChPhzS24 5180892 5180991
